filename,solc_version,exit_status,duration_s,reentrancy,overflow,timestamp,tod
02_CrossMutex_ree1.sol,0.8.28,FLAGGED_TP,305,1,-1,-1,-1
02_CrossMutex_ree2.sol,0.8.28,FLAGGED_TP,306,1,-1,-1,-1
02_CrossMutex_safe1.sol,0.8.28,FP,306,1,-1,-1,-1
02_CrossMutex_safe2.sol,0.8.28,FP,306,1,-1,-1,-1
03_SingleModFoldUnderflow_ree1.sol,0.8.28,FLAGGED_TP,305,1,-1,-1,-1
03_SingleModFoldUnderflow_safe1.sol,0.8.28,FP,305,1,-1,-1,-1
03_SingleModFold_ree1.sol,0.8.28,FLAGGED_TP,305,1,-1,-1,-1
03_SingleModFold_ree2.sol,0.8.28,FLAGGED_TP,303,1,-1,-1,-1
03_SingleModFold_ree3.sol,0.8.28,FLAGGED_TP,305,1,-1,-1,-1
03_SingleModFold_safe1.sol,0.8.28,FP,304,1,-1,-1,-1
03_SingleModUnderflow_ree1.sol,0.8.28,FLAGGED_TP,305,1,-1,-1,-1
03_SingleModUnderflow_safe1.sol,0.8.28,FP,305,1,-1,-1,-1
03_SingleMod_ree1.sol,0.8.28,FLAGGED_TP,306,1,-1,-1,-1
03_SingleMod_ree2.sol,0.8.28,FLAGGED_TP,304,1,-1,-1,-1
03_SingleMod_ree3.sol,0.8.28,FLAGGED_TP,304,1,-1,-1,-1
03_SingleMod_safe1.sol,0.8.28,TIMEOUT,-19292,0,-1,-1,-1
03_SingleMod_safe2.sol,0.8.28,FP,305,1,-1,-1,-1
04_CrossModFoldUnderflow_safe1.sol,0.8.28,FP,306,1,-1,-1,-1
04_CrossModFold_ree1.sol,0.8.28,NO_FINDING,306,0,-1,-1,-1
04_CrossModFold_ree2.sol,0.8.28,NO_FINDING,305,0,-1,-1,-1
04_CrossModFold_ree3.sol,0.8.28,NO_FINDING,305,0,-1,-1,-1
04_CrossModFold_safe1.sol,0.8.28,TN,306,0,-1,-1,-1
04_CrossMod_ree1.sol,0.8.28,FLAGGED_TP,306,1,-1,-1,-1
04_CrossMod_ree2.sol,0.8.28,FLAGGED_TP,305,1,-1,-1,-1
04_CrossMod_ree3.sol,0.8.28,FLAGGED_TP,305,1,-1,-1,-1
04_CrossMod_ree4.sol,0.8.28,FLAGGED_TP,305,1,-1,-1,-1
04_CrossMod_ree5.sol,0.8.28,FLAGGED_TP,305,1,-1,-1,-1
04_CrossMod_safe1.sol,0.8.28,FP,305,1,-1,-1,-1
04_CrossMod_safe2.sol,0.8.28,FP,305,1,-1,-1,-1
04_CrossMod_safe3.sol,0.8.28,TN,305,0,-1,-1,-1
05_SendEmitUnchecked_safe1.sol,0.8.28,TN,307,0,-1,-1,-1
05_SendEmit_safe1.sol,0.8.28,TN,304,0,-1,-1,-1
05_SendUnchecked_safe1.sol,0.8.28,TN,13180,0,-1,-1,-1
05_Send_safe1.sol,0.8.28,TN,304,0,-1,-1,-1
05_Send_safe2.sol,0.8.28,TN,305,0,-1,-1,-1
05_Send_safe3.sol,0.8.28,TN,304,0,-1,-1,-1
06_TransferUnchecked_safe1.sol,0.8.28,TN,308,0,-1,-1,-1
06_TransferUnchecked_safe2.sol,0.8.28,TN,307,0,-1,-1,-1
06_Transfer_safe1.sol,0.8.28,TN,303,0,-1,-1,-1
06_Transfer_safe2.sol,0.8.28,TN,305,0,-1,-1,-1
07_MixedSendFoldEmit_ree1.sol,0.8.28,FLAGGED_TP,304,1,-1,-1,-1
07_MixedSendFoldEmit_safe1.sol,0.8.28,FP,305,1,-1,-1,-1
07_MixedSendFold_ree1.sol,0.8.28,FLAGGED_TP,304,1,-1,-1,-1
07_MixedSendFold_safe1.sol,0.8.28,FP,305,1,-1,-1,-1
07_MixedSend_ree1.sol,0.8.28,FLAGGED_TP,305,1,-1,-1,-1
07_MixedSend_safe1.sol,0.8.28,FP,305,1,-1,-1,-1
08_MixedTransferEmit_ree1.sol,0.8.28,FLAGGED_TP,304,1,-1,-1,-1
08_MixedTransferEmit_safe1.sol,0.8.28,FP,305,1,-1,-1,-1
08_MixedTransfer_ree1.sol,0.8.28,FLAGGED_TP,305,1,-1,-1,-1
08_MixedTransfer_safe1.sol,0.8.28,FP,304,1,-1,-1,-1
09_ERC20InheritMod_ree1.sol,0.8.28,FLAGGED_TP,393,1,-1,-1,-1
09_ERC20InheritMod_ree2.sol,0.8.28,FLAGGED_TP,404,1,-1,-1,-1
09_ERC20InheritMod_ree3.sol,0.8.28,FLAGGED_TP,396,1,-1,-1,-1
09_ERC20InheritMod_safe1.sol,0.8.28,FP,420,1,-1,-1,-1
09_ERC20Inherit_ree1.sol,0.8.28,FLAGGED_TP,395,1,-1,-1,-1
09_ERC20Inherit_safe1.sol,0.8.28,FP,19842,1,-1,-1,-1
09_ERC20Mod_ree1.sol,0.8.28,FLAGGED_TP,89,1,-1,-1,-1
09_ERC20Mod_ree2.sol,0.8.28,FLAGGED_TP,101,1,-1,-1,-1
09_ERC20Mod_ree3.sol,0.8.28,FLAGGED_TP,96,1,-1,-1,-1
09_ERC20Mod_safe1.sol,0.8.28,FP,110,1,-1,-1,-1
09_ERC20OnlyOnce_ree1.sol,0.8.28,NO_FINDING,32,0,-1,-1,-1
09_ERC20OnlyOnce_safe1.sol,0.8.28,TN,50,0,-1,-1,-1
09_ERC20OnlyOnce_safe2.sol,0.8.28,TN,44,0,-1,-1,-1
09_ERC20StakingPullMod_ree1.sol,0.8.28,FLAGGED_TP,308,1,-1,-1,-1
09_ERC20StakingPullMod_ree2.sol,0.8.28,FLAGGED_TP,350,1,-1,-1,-1
09_ERC20StakingPullMod_safe1.sol,0.8.28,FP,306,1,-1,-1,-1
09_ERC20StakingPull_ree1.sol,0.8.28,FLAGGED_TP,306,1,-1,-1,-1
09_ERC20StakingPull_safe1.sol,0.8.28,FP,318,1,-1,-1,-1
09_ERC20StakingPull_safe2.sol,0.8.28,TIMEOUT,-19291,0,-1,-1,-1
09_ERC20Staking_ree1.sol,0.8.28,FLAGGED_TP,304,1,-1,-1,-1
09_ERC20Staking_ree2.sol,0.8.28,FLAGGED_TP,303,1,-1,-1,-1
09_ERC20Staking_ree3.sol,0.8.28,FLAGGED_TP,306,1,-1,-1,-1
09_ERC20Staking_safe1.sol,0.8.28,TN,308,0,-1,-1,-1
09_ERC20Staking_safe2.sol,0.8.28,TN,308,0,-1,-1,-1
09_ERC20Staking_safe3.sol,0.8.28,FP,306,1,-1,-1,-1
09_ERC20Staticcall_ree1.sol,0.8.28,NO_FINDING,43,0,-1,-1,-1
09_ERC20_ree1.sol,0.8.28,NO_FINDING,33,0,-1,-1,-1
09_ERC20_ree2.sol,0.8.28,FLAGGED_TP,89,1,-1,-1,-1
09_ERC20_safe1.sol,0.8.28,TN,313,0,-1,-1,-1
09_ERC20_safe2.sol,0.8.28,TN,313,0,-1,-1,-1
09_ERC20_safe3.sol,0.8.28,FP,260,1,-1,-1,-1
09_ERC20_safe4.sol,0.8.28,FP,92,1,-1,-1,-1
10_OnlyOnce_safe1.sol,0.8.28,FP,305,1,-1,-1,-1
10_OnlyOnce_safe2.sol,0.8.28,FP,304,1,-1,-1,-1
11_ProxyStaticcall_safe1.sol,0.8.28,TN,7,0,-1,-1,-1
11_Proxy_safe1.sol,0.8.28,FP,103,1,-1,-1,-1
11_Proxy_safe2.sol,0.8.28,FP,109,1,-1,-1,-1
12_OnlyOwner_ree1.sol,0.8.28,FLAGGED_TP,306,1,-1,-1,-1
12_OnlyOwner_safe1.sol,0.8.28,FP,306,1,-1,-1,-1
13_LoopCrossMod_ree1.sol,0.8.28,NO_FINDING,309,0,-1,-1,-1
13_LoopCrossMod_ree2.sol,0.8.28,NO_FINDING,305,0,-1,-1,-1
13_LoopCrossMod_ree3.sol,0.8.28,NO_FINDING,305,0,-1,-1,-1
13_LoopCrossMod_safe1.sol,0.8.28,TN,304,0,-1,-1,-1
13_LoopCrossMutex_ree1.sol,0.8.28,NO_FINDING,306,0,-1,-1,-1
13_LoopCrossMutex_safe1.sol,0.8.28,TN,305,0,-1,-1,-1
13_LoopCrossMutex_safe2.sol,0.8.28,TN,306,0,-1,-1,-1
13_Loop_ree1.sol,0.8.28,FLAGGED_TP,305,1,-1,-1,-1
13_Loop_safe1.sol,0.8.28,FP,305,1,-1,-1,-1
14_ReadOnly_safe1.sol,0.8.28,FP,170,1,-1,-1,-1
15_ReadOnlyStaticcall_ree1.sol,0.8.28,FLAGGED_TP,155,1,-1,-1,-1
15_ReadOnlyStaticcall_safe1.sol,0.8.28,FP,167,1,-1,-1,-1
15_ReadOnly_ree1.sol,0.8.28,FLAGGED_TP,144,1,-1,-1,-1
15_ReadOnly_ree2.sol,0.8.28,FLAGGED_TP,171,1,-1,-1,-1
15_ReadOnly_safe2.sol,0.8.28,FP,325,1,-1,-1,-1
