dataset,contract,domain,rep,total_s,fixpoint_s,encoded,status
sbc,0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,Polka,2,14.35,13.1456,True,OK
sbc,0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,Polka,3,15.91,13.7339,True,OK
sbc,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e,Box,1,12.31,11.205,True,OK
sbc,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e,Box,2,12.33,11.1907,True,OK
sbc,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e,Box,3,12.37,11.2394,True,OK
sbc,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e,Octagon,1,19.9,18.1761,True,OK
sbc,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e,Octagon,2,20.38,18.7273,True,OK
sbc,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e,Octagon,3,19.98,18.572799999999997,True,OK
sbc,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e,Polka,1,14.63,13.005199999999999,True,OK
sbc,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e,Polka,2,14.33,13.0834,True,OK
sbc,0xcead721ef5b11f1a7b530171aab69b16c5e66b6e,Polka,3,14.25,12.9134,True,OK
sbc,0xf015c35649c82f5467c9c74b7f28ee67665aad68,Box,1,12.36,11.2498,True,OK
sbc,0xf015c35649c82f5467c9c74b7f28ee67665aad68,Box,2,12.32,11.1999,True,OK
sbc,0xf015c35649c82f5467c9c74b7f28ee67665aad68,Box,3,12.33,11.193200000000001,True,OK
sbc,0xf015c35649c82f5467c9c74b7f28ee67665aad68,Octagon,1,20.29,17.9425,True,OK
sbc,0xf015c35649c82f5467c9c74b7f28ee67665aad68,Octagon,2,19.68,18.0192,True,OK
sbc,0xf015c35649c82f5467c9c74b7f28ee67665aad68,Octagon,3,19.54,17.8125,True,OK
sbc,0xf015c35649c82f5467c9c74b7f28ee67665aad68,Polka,1,14.23,12.8963,True,OK
sbc,0xf015c35649c82f5467c9c74b7f28ee67665aad68,Polka,2,14.19,12.8675,True,OK
sbc,0xf015c35649c82f5467c9c74b7f28ee67665aad68,Polka,3,14.39,13.022400000000001,True,OK
sbc,etherbank,Box,1,1.41,0.6261,True,OK
sbc,etherbank,Box,2,1.42,0.6244,True,OK
sbc,etherbank,Box,3,1.41,0.6338,True,OK
sbc,etherbank,Octagon,1,1.41,0.6379,True,OK
sbc,etherbank,Octagon,2,1.43,0.6646,True,OK
sbc,etherbank,Octagon,3,1.43,0.6496,True,OK
sbc,etherbank,Polka,1,1.43,0.6404,True,OK
sbc,etherbank,Polka,2,1.41,0.6413,True,OK
sbc,etherbank,Polka,3,1.41,0.6315,True,OK
sbc,etherstore,Box,1,12.02,11.007800000000001,True,OK
sbc,etherstore,Box,2,12.04,11.0091,True,OK
sbc,etherstore,Box,3,12.02,11.0104,True,OK
sbc,etherstore,Octagon,1,12.54,11.4543,True,OK
sbc,etherstore,Octagon,2,12.52,11.4382,True,OK
sbc,etherstore,Octagon,3,12.52,11.401,True,OK
sbc,etherstore,Polka,1,12.29,11.2046,True,OK
sbc,etherstore,Polka,2,12.23,11.2011,True,OK
sbc,etherstore,Polka,3,12.34,11.2987,True,OK
sbc,modifier_reentrancy,Box,1,0.82,0.0,False,OK
sbc,reentrance,Box,1,10.97,10.1701,True,OK
sbc,reentrance,Box,2,10.96,10.1793,True,OK
sbc,reentrance,Box,3,10.98,10.1812,True,OK
sbc,reentrance,Octagon,1,11.13,10.3446,True,OK
sbc,reentrance,Octagon,2,11.14,10.3598,True,OK
sbc,reentrance,Octagon,3,11.12,10.3409,True,OK
sbc,reentrance,Polka,1,11.16,10.363,True,OK
sbc,reentrance,Polka,2,11.14,10.3501,True,OK
sbc,reentrance,Polka,3,11.13,10.3291,True,OK
sbc,reentrancy_bonus,Box,1,10.99,10.2114,True,OK
sbc,reentrancy_bonus,Box,2,10.98,10.2027,True,OK
sbc,reentrancy_bonus,Box,3,11.01,10.2055,True,OK
sbc,reentrancy_bonus,Octagon,1,12.17,11.2634,True,OK
sbc,reentrancy_bonus,Octagon,2,12.17,11.2324,True,OK
sbc,reentrancy_bonus,Octagon,3,12.1,11.1834,True,OK
sbc,reentrancy_bonus,Polka,1,11.37,10.5282,True,OK
sbc,reentrancy_bonus,Polka,2,11.39,10.5549,True,OK
sbc,reentrancy_bonus,Polka,3,11.41,10.5673,True,OK
sbc,reentrancy_cross_function,Box,1,11.0,10.1933,True,OK
sbc,reentrancy_cross_function,Box,2,10.98,10.1991,True,OK
sbc,reentrancy_cross_function,Box,3,10.96,10.1904,True,OK
sbc,reentrancy_cross_function,Octagon,1,11.52,10.7103,True,OK
sbc,reentrancy_cross_function,Octagon,2,11.5,10.6344,True,OK
sbc,reentrancy_cross_function,Octagon,3,11.49,10.6674,True,OK
sbc,reentrancy_cross_function,Polka,1,11.25,10.4242,True,OK
sbc,reentrancy_cross_function,Polka,2,11.31,10.5026,True,OK
sbc,reentrancy_cross_function,Polka,3,11.25,10.4269,True,OK
sbc,reentrancy_dao,Box,1,10.99,10.2031,True,OK
sbc,reentrancy_dao,Box,2,11.0,10.2081,True,OK
sbc,reentrancy_dao,Box,3,10.98,10.2115,True,OK
sbc,reentrancy_dao,Octagon,1,11.78,10.9646,True,OK
sbc,reentrancy_dao,Octagon,2,11.78,10.9706,True,OK
sbc,reentrancy_dao,Octagon,3,11.83,10.9999,True,OK
sbc,reentrancy_dao,Polka,1,11.33,10.5236,True,OK
sbc,reentrancy_dao,Polka,2,11.31,10.4718,True,OK
sbc,reentrancy_dao,Polka,3,11.31,10.462,True,OK
sbc,reentrancy_insecure,Box,1,10.96,10.1521,True,OK
sbc,reentrancy_insecure,Box,2,10.92,10.1517,True,OK
sbc,reentrancy_insecure,Box,3,10.97,10.1845,True,OK
sbc,reentrancy_insecure,Octagon,1,11.27,10.4174,True,OK
sbc,reentrancy_insecure,Octagon,2,11.31,10.4627,True,OK
sbc,reentrancy_insecure,Octagon,3,11.32,10.4559,True,OK
sbc,reentrancy_insecure,Polka,1,11.1,10.3257,True,OK
sbc,reentrancy_insecure,Polka,2,11.07,10.3018,True,OK
sbc,reentrancy_insecure,Polka,3,11.13,10.329,True,OK
sbc,reentrancy_simple,Box,1,2.04,1.2441,True,OK
sbc,reentrancy_simple,Box,2,2.04,1.2429000000000001,True,OK
sbc,reentrancy_simple,Box,3,2.03,1.242,True,OK
sbc,reentrancy_simple,Octagon,1,2.05,1.2645,True,OK
sbc,reentrancy_simple,Octagon,2,2.06,1.2663,True,OK
sbc,reentrancy_simple,Octagon,3,2.05,1.2564,True,OK
sbc,reentrancy_simple,Polka,1,2.03,1.2396,True,OK
sbc,reentrancy_simple,Polka,2,2.06,1.2447,True,OK
sbc,reentrancy_simple,Polka,3,2.04,1.2431999999999999,True,OK
sbc,simple_dao,Box,1,10.97,10.1935,True,OK
sbc,simple_dao,Box,2,10.99,10.1929,True,OK
sbc,simple_dao,Box,3,10.98,10.1856,True,OK
sbc,simple_dao,Octagon,1,11.21,10.3811,True,OK
sbc,simple_dao,Octagon,2,11.28,10.4343,True,OK
sbc,simple_dao,Octagon,3,11.25,10.408,True,OK
sbc,simple_dao,Polka,1,11.16,10.3637,True,OK
sbc,simple_dao,Polka,2,11.17,10.3588,True,OK
sbc,simple_dao,Polka,3,11.2,10.3864,True,OK
sbc,spank_chain_payment,Box,1,0.54,0.0,False,ERR
sbc,short_address_example,Box,1,0.79,0.0,False,OK
sbc,ether_lotto,Box,1,1.88,0.8148,True,OK
sbc,ether_lotto,Box,2,1.87,0.8154,True,OK
sbc,ether_lotto,Box,3,1.86,0.8157,True,OK
sbc,ether_lotto,Octagon,1,1.88,0.8343,True,OK
sbc,ether_lotto,Octagon,2,1.9,0.8426,True,OK
sbc,ether_lotto,Octagon,3,1.93,0.8677,True,OK
sbc,ether_lotto,Polka,1,1.87,0.8285,True,OK
sbc,ether_lotto,Polka,2,1.86,0.8294,True,OK
sbc,ether_lotto,Polka,3,1.9,0.8297,True,OK
sbc,governmental_survey,Box,1,3.39,2.0616000000000003,True,OK
sbc,governmental_survey,Box,2,3.41,2.0679,True,OK
sbc,governmental_survey,Box,3,3.4,2.0477,True,OK
sbc,governmental_survey,Octagon,1,3.54,2.161,True,OK
sbc,governmental_survey,Octagon,2,3.56,2.2036,True,OK
sbc,governmental_survey,Octagon,3,3.53,2.194,True,OK
sbc,governmental_survey,Polka,1,3.46,2.1075999999999997,True,OK
sbc,governmental_survey,Polka,2,3.44,2.1029,True,OK
sbc,governmental_survey,Polka,3,3.47,2.1074,True,OK
sbc,lottopollo,Box,1,0.9,0.0,False,ERR
sbc,roulette,Box,1,1.4,0.6091,True,OK
sbc,roulette,Box,2,1.41,0.6068,True,OK
sbc,roulette,Box,3,1.41,0.6079,True,OK
sbc,roulette,Octagon,1,1.42,0.6103,True,OK
sbc,roulette,Octagon,2,1.41,0.6073,True,OK
sbc,roulette,Octagon,3,1.41,0.6127,True,OK
sbc,roulette,Polka,1,1.43,0.6098,True,OK
sbc,roulette,Polka,2,1.41,0.6099,True,OK
sbc,roulette,Polka,3,1.41,0.6105,True,OK
sbc,timed_crowdsale,Box,1,0.57,0.2015,True,OK
sbc,timed_crowdsale,Box,2,0.57,0.202,True,OK
sbc,timed_crowdsale,Box,3,0.58,0.2016,True,OK
sbc,timed_crowdsale,Octagon,1,0.58,0.2022,True,OK
sbc,timed_crowdsale,Octagon,2,0.57,0.2027,True,OK
sbc,timed_crowdsale,Octagon,3,0.57,0.2027,True,OK
sbc,timed_crowdsale,Polka,1,0.57,0.203,True,OK
sbc,timed_crowdsale,Polka,2,0.56,0.2011,True,OK
sbc,timed_crowdsale,Polka,3,0.57,0.2024,True,OK
sbc,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e,Box,1,2.06,0.9136,True,OK
sbc,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e,Box,2,2.08,0.9095,True,OK
sbc,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e,Box,3,2.07,0.9281,True,OK
sbc,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e,Octagon,1,3.84,2.3383,True,OK
sbc,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e,Octagon,2,3.73,2.3249,True,OK
sbc,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e,Octagon,3,3.68,2.4787,True,OK
sbc,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e,Polka,1,2.38,1.1562,True,OK
sbc,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e,Polka,2,2.31,1.1425,True,OK
sbc,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e,Polka,3,2.34,1.1176,True,OK
sbc,0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,Box,1,0.34,0.0,False,OK
sbc,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10,Box,1,2.29,0.0,False,ERR
sbc,0x2972d548497286d18e92b5fa1f8f9139e5653fd2,Box,1,0.98,0.0,False,OK
sbc,0x39cfd754c85023648bf003bea2dd498c5612abfa,Box,1,1.76,0.8788,True,OK
sbc,0x39cfd754c85023648bf003bea2dd498c5612abfa,Box,2,1.73,0.859,True,OK
sbc,0x39cfd754c85023648bf003bea2dd498c5612abfa,Box,3,1.72,0.8579,True,OK
sbc,0x39cfd754c85023648bf003bea2dd498c5612abfa,Octagon,1,1.89,1.0019,True,OK
sbc,0x39cfd754c85023648bf003bea2dd498c5612abfa,Octagon,2,1.9,1.022,True,OK
sbc,0x39cfd754c85023648bf003bea2dd498c5612abfa,Octagon,3,1.89,0.9978,True,OK
sbc,0x39cfd754c85023648bf003bea2dd498c5612abfa,Polka,1,1.78,0.8945,True,OK
sbc,0x39cfd754c85023648bf003bea2dd498c5612abfa,Polka,2,1.78,0.8823,True,OK
sbc,0x39cfd754c85023648bf003bea2dd498c5612abfa,Polka,3,1.8,0.8914,True,OK
sbc,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,Box,1,1.74,0.8558,True,OK
sbc,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,Box,2,1.74,0.8575,True,OK
sbc,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,Box,3,1.74,0.8593,True,OK
sbc,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,Octagon,1,1.88,0.9939,True,OK
sbc,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,Octagon,2,1.89,1.002,True,OK
sbc,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,Octagon,3,1.92,1.0033,True,OK
sbc,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,Polka,1,1.78,0.9012,True,OK
sbc,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,Polka,2,1.82,0.8898,True,OK
sbc,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,Polka,3,1.81,0.8917,True,OK
sbc,0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,Box,1,0.79,0.0,False,OK
sbc,0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,Box,1,1.03,0.0,False,OK
sbc,0x4051334adc52057aca763453820cb0e045076ef3,Box,1,0.98,0.0,False,OK
sbc,0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,Box,1,1.02,0.0,False,OK
sbc,0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152,Box,1,0.99,0.0,False,OK
sbc,0x524960d55174d912768678d8c606b4d50b79d7b1,Box,1,0.78,0.0,False,OK
sbc,0x52d2e0f9b01101a59b38a3d05c80b7618aeed984,Box,1,0.9,0.0,False,ERR
sbc,0x5aa88d2901c68fda244f1d0584400368d2c8e739,Box,1,0.82,0.0,False,OK
sbc,0x610495793564aed0f9c7fc48dc4c7c9151d34fd6,Box,1,0.82,0.0,False,OK
sbc,0x663e4229142a27f00bafb5d087e1e730648314c3,Box,1,0.75,0.0,False,ERR
sbc,0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4,Box,1,1.0,0.0,False,OK
sbc,0x78c2a1e91b52bca4130b6ed9edd9fbcfd4671c37,Box,1,1.01,0.0,False,OK
sbc,0x7a4349a749e59a5736efb7826ee3496a2dfd5489,Box,1,1.0,0.0,False,OK
sbc,0x7d09edb07d23acb532a82be3da5c17d9d85806b4,Box,1,2.04,0.9012,True,OK
sbc,0x7d09edb07d23acb532a82be3da5c17d9d85806b4,Box,2,2.03,0.9094,True,OK
sbc,0x7d09edb07d23acb532a82be3da5c17d9d85806b4,Box,3,2.07,0.9312,True,OK
sbc,0x7d09edb07d23acb532a82be3da5c17d9d85806b4,Octagon,1,3.76,2.5565,True,OK
sbc,0x7d09edb07d23acb532a82be3da5c17d9d85806b4,Octagon,2,3.7,2.2451,True,OK
sbc,0x7d09edb07d23acb532a82be3da5c17d9d85806b4,Octagon,3,3.8,2.5685,True,OK
sbc,0x7d09edb07d23acb532a82be3da5c17d9d85806b4,Polka,1,2.37,1.1517,True,OK
sbc,0x7d09edb07d23acb532a82be3da5c17d9d85806b4,Polka,2,2.39,1.2278,True,OK
sbc,0x7d09edb07d23acb532a82be3da5c17d9d85806b4,Polka,3,2.34,1.1418,True,OK
sbc,0x806a6bd219f162442d992bdc4ee6eba1f2c5a707,Box,1,0.96,0.0,False,OK
sbc,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8,Box,1,1.56,0.6207,True,OK
sbc,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8,Box,2,1.54,0.6167,True,OK
sbc,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8,Box,3,1.56,0.6296,True,OK
sbc,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8,Octagon,1,1.7,0.7536,True,OK
sbc,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8,Octagon,2,1.68,0.7638,True,OK
sbc,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8,Octagon,3,1.68,0.7462,True,OK
sbc,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8,Polka,1,1.56,0.6357,True,OK
sbc,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8,Polka,2,1.57,0.6577,True,OK
sbc,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8,Polka,3,1.56,0.6332,True,OK
sbc,0x89c1b3807d4c67df034fffb62f3509561218d30b,Box,1,1.9,0.046,True,OK
sbc,0x89c1b3807d4c67df034fffb62f3509561218d30b,Box,2,1.95,0.0359,True,OK
sbc,0x89c1b3807d4c67df034fffb62f3509561218d30b,Box,3,1.93,0.041499999999999995,True,OK
sbc,0x89c1b3807d4c67df034fffb62f3509561218d30b,Octagon,1,1.95,0.0507,True,OK
sbc,0x89c1b3807d4c67df034fffb62f3509561218d30b,Octagon,2,1.86,0.045899999999999996,True,OK
sbc,0x89c1b3807d4c67df034fffb62f3509561218d30b,Octagon,3,1.91,0.0399,True,OK
sbc,0x89c1b3807d4c67df034fffb62f3509561218d30b,Polka,1,1.98,0.10329999999999999,True,OK
sbc,0x89c1b3807d4c67df034fffb62f3509561218d30b,Polka,2,1.99,0.1053,True,OK
sbc,0x89c1b3807d4c67df034fffb62f3509561218d30b,Polka,3,2.0,0.1157,True,OK
sbc,0x8fd1e427396ddb511533cf9abdbebd0a7e08da35,Box,1,1.74,0.857,True,OK
sbc,0x8fd1e427396ddb511533cf9abdbebd0a7e08da35,Box,2,1.72,0.8558,True,OK
sbc,0x8fd1e427396ddb511533cf9abdbebd0a7e08da35,Box,3,1.74,0.8632,True,OK
sbc,0x8fd1e427396ddb511533cf9abdbebd0a7e08da35,Octagon,1,1.93,1.0168,True,OK
sbc,0x8fd1e427396ddb511533cf9abdbebd0a7e08da35,Octagon,2,1.91,1.0008,True,OK
sbc,0x8fd1e427396ddb511533cf9abdbebd0a7e08da35,Octagon,3,1.9,1.0284,True,OK
sbc,0x8fd1e427396ddb511533cf9abdbebd0a7e08da35,Polka,1,1.8,0.884,True,OK
sbc,0x8fd1e427396ddb511533cf9abdbebd0a7e08da35,Polka,2,1.8,0.8848,True,OK
sbc,0x8fd1e427396ddb511533cf9abdbebd0a7e08da35,Polka,3,1.79,0.8871,True,OK
sbc,0x958a8f594101d2c0485a52319f29b2647f2ebc06,Box,1,1.75,0.6373,True,OK
sbc,0x958a8f594101d2c0485a52319f29b2647f2ebc06,Box,2,1.74,0.6239,True,OK
sbc,0x958a8f594101d2c0485a52319f29b2647f2ebc06,Box,3,1.75,0.6271,True,OK
sbc,0x958a8f594101d2c0485a52319f29b2647f2ebc06,Octagon,1,1.94,0.8322,True,OK
sbc,0x958a8f594101d2c0485a52319f29b2647f2ebc06,Octagon,2,1.93,0.8284,True,OK
sbc,0x958a8f594101d2c0485a52319f29b2647f2ebc06,Octagon,3,1.99,0.877,True,OK
sbc,0x958a8f594101d2c0485a52319f29b2647f2ebc06,Polka,1,1.83,0.718,True,OK
sbc,0x958a8f594101d2c0485a52319f29b2647f2ebc06,Polka,2,1.82,0.709,True,OK
sbc,0x958a8f594101d2c0485a52319f29b2647f2ebc06,Polka,3,1.82,0.7125,True,OK
sbc,0x9d06cbafa865037a01d322d3f4222fa3e04e5488,Box,1,0.26,0.0,False,OK
sbc,0xa1fceeff3acc57d257b917e30c4df661401d6431,Box,1,0.99,0.0,False,OK
sbc,0xa46edd6a9a93feec36576ee5048146870ea2c3ae,Box,1,1.0,0.0,False,OK
sbc,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6,Box,1,0.75,0.0,False,ERR
sbc,0xb11b2fed6c9354f7aa2f658d3b4d7b31d8a13b77,Box,1,0.69,0.0,False,ERR
sbc,0xb37f18af15bafb869a065b61fc83cfc44ed9cc27,Box,1,0.81,0.0,False,OK
sbc,0xb620cee6b52f96f3c6b253e6eea556aa2d214a99,Box,1,0.74,0.0,False,ERR
sbc,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7,Box,1,1.4,0.6249,True,OK
sbc,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7,Box,2,1.4,0.6259,True,OK
sbc,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7,Box,3,1.4,0.6248,True,OK
sbc,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7,Octagon,1,1.4,0.6403,True,OK
sbc,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7,Octagon,2,1.4,0.6456,True,OK
sbc,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7,Octagon,3,1.41,0.6372,True,OK
sbc,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7,Polka,1,1.39,0.63,True,OK
sbc,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7,Polka,2,1.41,0.6386,True,OK
sbc,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7,Polka,3,1.4,0.6292,True,OK
sbc,0xbaa3de6504690efb064420d89e871c27065cdd52,Box,1,0.69,0.0,False,ERR
sbc,0xbebbfe5b549f5db6e6c78ca97cac19d1fb03082c,Box,1,0.69,0.0,False,ERR
sbc,0xd2018bfaa266a9ec0a1a84b061640faa009def76,Box,1,1.04,0.0,False,OK
sbc,0xd5967fed03e85d1cce44cab284695b41bc675b5c,Box,1,0.97,0.0,False,OK
sbc,0xdb1c55f6926e7d847ddf8678905ad871a68199d2,Box,1,0.86,0.0,False,OK
sbc,0xe09b1ab8111c2729a76f16de96bc86a7af837928,Box,1,1.25,0.0,False,ERR
sbc,0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf,Box,1,0.99,0.0,False,OK
sbc,0xe82f0742a71a02b9e9ffc142fdcb6eb1ed06fb87,Box,1,0.85,0.0,False,OK
sbc,0xe894d54dca59cb53fe9cbc5155093605c7068220,Box,1,0.99,0.0,False,OK
sbc,0xec329ffc97d75fe03428ae155fc7793431487f63,Box,1,10.98,0.0,False,OK
sbc,0xf2570186500a46986f3139f65afedc2afe4f445d,Box,1,0.17,0.0,False,OK
sbc,0xf29ebe930a539a60279ace72c707cba851a57707,Box,1,0.77,0.0,False,OK
sbc,0xf70d589d76eebdd7c12cc5eec99f8f6fa4233b9e,Box,1,0.99,0.0,False,OK
sbc,etherpot_lotto,Box,1,0.1,0.0,False,ERR
sbc,king_of_the_ether_throne,Box,1,0.11,0.0,False,ERR
sbc,lotto,Box,1,0.68,0.0,False,ERR
sbc,mishandled,Box,1,0.78,0.0,False,OK
sbc,unchecked_return_value,Box,1,0.35,0.0,False,OK
