dataset,contract,domain,rep,total_s,fixpoint_s,encoded,status
sbc,0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12,Polka,1,12.7,11.3431,True,OK
sbc,0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12,Polka,2,12.62,11.3323,True,OK
sbc,0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12,Polka,3,12.58,11.3563,True,OK
sbc,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e,Box,1,11.38,10.3304,True,OK
sbc,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e,Box,2,11.38,10.333,True,OK
sbc,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e,Box,3,11.41,10.3549,True,OK
sbc,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e,Octagon,1,15.18,13.7915,True,OK
sbc,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e,Octagon,2,15.65,14.3552,True,OK
sbc,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e,Octagon,3,15.5,14.1763,True,OK
sbc,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e,Polka,1,12.55,11.2105,True,OK
sbc,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e,Polka,2,12.59,11.4028,True,OK
sbc,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e,Polka,3,12.57,11.3813,True,OK
sbc,0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,Box,1,11.46,10.3809,True,OK
sbc,0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,Box,2,11.39,10.324,True,OK
sbc,0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,Box,3,11.41,10.3566,True,OK
sbc,0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,Octagon,1,15.45,14.0378,True,OK
sbc,0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,Octagon,2,15.54,13.9268,True,OK
sbc,0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,Octagon,3,15.47,14.1374,True,OK
sbc,0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,Polka,1,12.46,11.3319,True,OK
sbc,0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,Polka,2,12.57,11.3346,True,OK
sbc,0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,Polka,3,12.53,11.3905,True,OK
sbc,0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,Box,1,12.11,11.1689,True,OK
sbc,0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,Box,2,12.11,11.1399,True,OK
sbc,0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,Box,3,12.13,11.203,True,OK
sbc,0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,Octagon,1,23.69,21.1945,True,OK
sbc,0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,Octagon,2,22.96,21.727899999999998,True,OK
sbc,0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,Octagon,3,21.56,20.045199999999998,True,OK
sbc,0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,Polka,1,14.58,13.2116,True,OK
