filename,reentrancy,overflow,timestamp,tod,duration_s,exit_status,solc_version,swc_107_count,swc_101_count,swc_116_count,swc_114_count,raw_json_path
177.sol,0,0,1,0,10.81,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/177.json
17806.sol,0,0,0,0,3.76,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/17806.json
17816.sol,0,1,0,0,6.38,OK,0.4.25,0,2,0,0,results/mythril/qian/raw_json/17816.json
17829.sol,1,0,0,0,27.76,OK,0.4.25,1,0,0,0,results/mythril/qian/raw_json/17829.json
1813.sol,0,1,0,0,7.4,OK,0.4.25,0,3,0,0,results/mythril/qian/raw_json/1813.json
1824.sol,0,0,0,0,12.0,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/1824.json
1825.sol,0,1,1,0,8.27,OK,0.4.25,0,1,1,0,results/mythril/qian/raw_json/1825.json
18430.sol,0,0,0,0,5.33,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/18430.json
18438.sol,0,0,0,0,9.19,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/18438.json
18509.sol,1,0,0,0,28.7,OK,0.4.25,3,0,0,0,results/mythril/qian/raw_json/18509.json
1851.sol,0,0,1,0,6.38,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/1851.json
18510.sol,0,0,0,0,5.34,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/18510.json
18771.sol,1,0,0,0,16.48,OK,0.4.25,1,0,0,0,results/mythril/qian/raw_json/18771.json
18975.sol,0,0,0,0,5.13,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/18975.json
19128.sol,0,0,0,0,3.97,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/19128.json
19129.sol,0,0,0,0,4.39,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/19129.json
19182.sol,0,0,0,0,16.91,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/19182.json
19294.sol,0,0,0,0,5.22,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/19294.json
1954.sol,1,0,1,0,13.54,OK,0.4.25,3,0,1,0,results/mythril/qian/raw_json/1954.json
19692.sol,0,1,0,0,5.73,OK,0.4.25,0,1,0,0,results/mythril/qian/raw_json/19692.json
19714.sol,0,0,0,0,3.33,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/19714.json
19925.sol,1,0,0,0,307.37,OK,0.4.25,1,0,0,0,results/mythril/qian/raw_json/19925.json
2.sol,0,0,0,0,6.52,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/2.json
2000.sol,0,0,0,0,20.62,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/2000.json
20057.sol,0,0,0,0,4.13,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/20057.json
20259.sol,0,0,0,0,4.39,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/20259.json
2051.sol,0,0,0,0,3.75,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/2051.json
20888.sol,0,0,0,0,5.34,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/20888.json
20930.sol,1,0,1,0,14.12,OK,0.4.25,3,0,1,0,results/mythril/qian/raw_json/20930.json
211.sol,0,0,0,0,5.7,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/211.json
21162.sol,0,1,1,0,4.98,OK,0.4.25,0,1,1,0,results/mythril/qian/raw_json/21162.json
212.sol,0,0,0,0,4.83,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/212.json
21241.sol,0,0,0,0,22.62,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/21241.json
21393.sol,0,1,1,0,7.81,OK,0.4.25,0,1,2,0,results/mythril/qian/raw_json/21393.json
21404.sol,0,0,1,0,3.85,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/21404.json
21697.sol,0,0,0,0,4.0,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/21697.json
21886.sol,1,0,0,0,35.09,OK,0.4.25,1,0,0,0,results/mythril/qian/raw_json/21886.json
21890.sol,0,0,0,0,6.12,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/21890.json
22074.sol,0,0,0,0,8.33,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/22074.json
22075.sol,0,0,0,0,6.26,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/22075.json
22155.sol,0,0,1,0,4.52,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/22155.json
22247.sol,1,0,0,0,304.05,OK,0.4.25,3,0,0,0,results/mythril/qian/raw_json/22247.json
22256.sol,0,0,1,0,5.8,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/22256.json
22272.sol,0,0,0,0,4.9,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/22272.json
22416.sol,0,0,0,0,7.43,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/22416.json
2252.sol,0,0,0,0,3.85,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/2252.json
2253.sol,0,0,0,0,3.73,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/2253.json
22635.sol,1,0,0,1,26.97,OK,0.4.25,2,0,0,1,results/mythril/qian/raw_json/22635.json
22636.sol,0,0,0,0,4.6,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/22636.json
22734.sol,0,1,0,0,9.51,OK,0.4.25,0,1,0,0,results/mythril/qian/raw_json/22734.json
2307.sol,1,0,0,0,19.85,OK,0.4.25,1,0,0,0,results/mythril/qian/raw_json/2307.json
2379.sol,0,0,0,0,3.33,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/2379.json
23792.sol,0,0,0,0,6.44,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/23792.json
23793.sol,0,0,0,0,4.31,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/23793.json
2397.sol,0,0,0,0,4.23,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/2397.json
2399.sol,0,0,1,0,6.31,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/2399.json
24161.sol,0,0,0,0,6.05,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/24161.json
24196.sol,1,0,0,0,304.51,OK,0.4.25,1,0,0,0,results/mythril/qian/raw_json/24196.json
24369.sol,0,0,0,0,307.57,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/24369.json
24648.sol,1,1,0,0,42.36,OK,0.4.25,1,2,0,0,results/mythril/qian/raw_json/24648.json
24649.sol,0,0,0,0,6.39,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/24649.json
2563.sol,0,1,0,0,7.67,OK,0.4.25,0,4,0,0,results/mythril/qian/raw_json/2563.json
25808.sol,1,0,0,0,20.33,OK,0.4.25,1,0,0,0,results/mythril/qian/raw_json/25808.json
26188.sol,0,0,0,0,7.92,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/26188.json
26523.sol,1,0,0,1,54.49,OK,0.4.25,3,0,0,1,results/mythril/qian/raw_json/26523.json
26742.sol,0,0,0,0,7.32,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/26742.json
26743.sol,0,0,0,0,5.48,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/26743.json
2688.sol,0,0,1,0,4.81,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/2688.json
27121.sol,1,0,0,1,181.29,OK,0.4.25,2,0,0,1,results/mythril/qian/raw_json/27121.json
27159.sol,0,0,0,0,196.4,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/27159.json
27164.sol,1,0,0,0,23.93,OK,0.4.25,1,0,0,0,results/mythril/qian/raw_json/27164.json
27263.sol,0,0,0,0,5.09,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/27263.json
27327.sol,1,0,0,0,15.13,OK,0.4.25,1,0,0,0,results/mythril/qian/raw_json/27327.json
27334.sol,1,0,0,1,33.44,OK,0.4.25,1,0,0,1,results/mythril/qian/raw_json/27334.json
27455.sol,0,0,0,0,4.57,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/27455.json
27603.sol,1,0,0,0,304.52,OK,0.4.25,1,0,0,0,results/mythril/qian/raw_json/27603.json
2777.sol,0,0,0,0,3.35,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/2777.json
28101.sol,0,1,0,0,7.75,OK,0.4.25,0,1,0,0,results/mythril/qian/raw_json/28101.json
28359.sol,0,0,0,0,4.02,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/28359.json
28383.sol,0,0,0,0,3.86,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/28383.json
28974.sol,1,0,0,1,14.1,OK,0.4.25,1,0,0,1,results/mythril/qian/raw_json/28974.json
29084.sol,0,0,1,0,4.76,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/29084.json
29089.sol,1,0,0,0,82.49,OK,0.4.25,3,0,0,0,results/mythril/qian/raw_json/29089.json
29090.sol,0,0,0,0,5.64,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/29090.json
29130.sol,1,0,0,1,12.62,OK,0.4.25,1,0,0,1,results/mythril/qian/raw_json/29130.json
29131.sol,0,0,1,0,5.34,OK,0.4.25,0,0,2,0,results/mythril/qian/raw_json/29131.json
29154.sol,1,0,0,0,304.08,OK,0.4.25,1,0,0,0,results/mythril/qian/raw_json/29154.json
29409.sol,0,1,1,0,11.44,OK,0.4.25,0,1,1,0,results/mythril/qian/raw_json/29409.json
29590.sol,0,0,0,0,5.35,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/29590.json
29948.sol,1,0,0,1,167.44,OK,0.4.25,2,0,0,1,results/mythril/qian/raw_json/29948.json
29983.sol,0,0,0,0,13.4,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/29983.json
3.sol,0,0,0,0,14.9,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/3.json
30046.sol,0,0,0,0,5.39,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/30046.json
30060.sol,0,0,1,0,8.45,OK,0.4.25,0,0,2,0,results/mythril/qian/raw_json/30060.json
30101.sol,0,0,0,0,4.89,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/30101.json
30102.sol,0,0,0,0,4.6,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/30102.json
30254.sol,0,0,0,0,12.87,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/30254.json
30255.sol,0,0,0,0,13.52,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/30255.json
30337.sol,1,0,0,1,17.1,OK,0.4.25,1,0,0,1,results/mythril/qian/raw_json/30337.json
30338.sol,0,0,0,0,3.95,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/30338.json
30343.sol,0,0,1,1,17.32,OK,0.4.25,0,0,1,1,results/mythril/qian/raw_json/30343.json
30396.sol,0,0,0,0,3.55,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/30396.json
30460.sol,0,0,0,1,7.46,OK,0.4.25,0,0,0,1,results/mythril/qian/raw_json/30460.json
30507.sol,0,0,0,0,3.68,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/30507.json
30772.sol,0,0,0,0,3.32,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/30772.json
30813.sol,0,0,1,0,5.58,OK,0.4.25,0,0,2,0,results/mythril/qian/raw_json/30813.json
30815.sol,0,0,0,0,4.08,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/30815.json
30925.sol,0,0,0,0,4.82,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/30925.json
30939.sol,0,0,0,0,358.39,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/30939.json
30963.sol,0,0,0,0,9.39,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/30963.json
30976.sol,0,0,0,0,3.9,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/30976.json
31237.sol,1,0,0,0,304.34,OK,0.4.25,1,0,0,0,results/mythril/qian/raw_json/31237.json
31238.sol,0,0,0,0,14.18,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/31238.json
31497.sol,1,0,0,0,304.68,OK,0.4.25,1,0,0,0,results/mythril/qian/raw_json/31497.json
31551.sol,0,0,1,0,4.39,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/31551.json
31565.sol,0,0,0,0,4.75,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/31565.json
31758.sol,0,0,1,0,5.99,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/31758.json
31759.sol,1,0,0,0,19.18,OK,0.4.25,1,0,0,0,results/mythril/qian/raw_json/31759.json
318.sol,0,0,1,0,3.59,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/318.json
31812.sol,0,0,0,0,3.47,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/31812.json
3185.sol,0,0,1,0,4.43,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/3185.json
31867.sol,0,0,1,0,8.04,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/31867.json
31892.sol,0,0,1,0,3.75,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/31892.json
31999.sol,0,1,1,0,7.78,OK,0.4.25,0,1,1,0,results/mythril/qian/raw_json/31999.json
32007.sol,0,0,0,0,3.25,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/32007.json
3211.sol,1,0,0,0,76.98,OK,0.4.25,4,0,0,0,results/mythril/qian/raw_json/3211.json
32175.sol,0,0,1,0,3.92,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/32175.json
32522.sol,1,0,0,0,16.88,OK,0.4.25,1,0,0,0,results/mythril/qian/raw_json/32522.json
3270.sol,1,0,0,0,14.18,OK,0.4.25,4,0,0,0,results/mythril/qian/raw_json/3270.json
33217.sol,0,0,0,0,9.75,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/33217.json
33450.sol,0,0,0,1,43.72,OK,0.4.25,0,0,0,1,results/mythril/qian/raw_json/33450.json
33512.sol,1,0,0,0,304.58,OK,0.4.25,1,0,0,0,results/mythril/qian/raw_json/33512.json
33575.sol,0,0,1,0,5.4,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/33575.json
33638.sol,0,0,0,0,3.84,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/33638.json
33711.sol,0,0,0,0,4.84,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/33711.json
339.sol,0,0,0,0,3.43,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/339.json
33974.sol,0,0,0,0,4.4,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/33974.json
34068.sol,0,0,1,1,9.13,OK,0.4.25,0,0,1,1,results/mythril/qian/raw_json/34068.json
34272.sol,0,0,0,0,5.08,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/34272.json
3434.sol,0,0,0,0,3.28,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/3434.json
34432.sol,0,0,0,1,6.88,OK,0.4.25,0,0,0,1,results/mythril/qian/raw_json/34432.json
34442.sol,0,0,1,0,9.31,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/34442.json
34526.sol,0,0,0,0,4.72,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/34526.json
34575.sol,0,0,1,0,9.4,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/34575.json
34668.sol,0,0,0,0,4.83,OK,0.4.25,0,0,0,0,results/mythril/qian/raw_json/34668.json
347.sol,0,1,0,0,5.29,OK,0.4.25,0,1,0,0,results/mythril/qian/raw_json/347.json
34725.sol,0,0,1,0,7.45,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/34725.json
34904.sol,0,0,0,1,44.41,OK,0.4.25,0,0,0,1,results/mythril/qian/raw_json/34904.json
34995.sol,0,0,1,0,15.17,OK,0.4.25,0,0,1,0,results/mythril/qian/raw_json/34995.json
35208.sol,1,0,0,0,206.53,OK,0.4.25,1,0,0,0,results/mythril/qian/raw_json/35208.json
