filename,vulnerability,ground_truth,osiris_flagged,solc_version,exit_code,status,duration_s
31565.sol,reentrancy,0,1,0.4.21,0,FP,0.29
31759.sol,reentrancy,0,1,0.4.21,0,FP,0.33
32522.sol,reentrancy,0,1,0.4.21,0,FP,0.26
33450.sol,reentrancy,0,1,0.4.21,0,FP,45.83
33512.sol,reentrancy,0,1,0.4.21,0,FP,14.47
34432.sol,reentrancy,0,1,0.4.21,0,FP,0.27
34526.sol,reentrancy,0,1,0.4.21,0,FP,0.33
34668.sol,reentrancy,0,0,0.4.21,0,TN,0.27
34904.sol,reentrancy,0,1,0.4.21,0,FP,45.49
35208.sol,reentrancy,0,0,0.4.21,0,TN,16.13
35661.sol,reentrancy,0,1,0.4.21,0,FP,0.3
35662.sol,reentrancy,0,1,0.4.21,0,FP,0.31
35713.sol,reentrancy,0,1,0.4.21,0,FP,0.35
35714.sol,reentrancy,0,1,0.4.21,0,FP,0.37
35806.sol,reentrancy,0,1,0.4.21,0,FP,0.37
35807.sol,reentrancy,0,1,0.4.21,0,FP,0.36
35878.sol,reentrancy,0,1,0.4.21,0,FP,0.37
35951.sol,reentrancy,0,1,0.4.21,0,FP,0.33
36456.sol,reentrancy,0,1,0.4.21,0,FP,0.35
36481.sol,reentrancy,0,1,0.4.21,0,FP,32.78
36563.sol,reentrancy,0,1,0.4.21,0,FP,15.38
36668.sol,reentrancy,0,1,0.4.21,0,FP,0.38
36836.sol,reentrancy,0,1,0.4.21,0,FP,0.27
37474.sol,reentrancy,0,1,0.4.21,0,FP,0.36
37499.sol,reentrancy,0,1,0.4.21,0,FP,0.35
37645.sol,reentrancy,0,1,0.4.21,0,FP,0.28
37646.sol,reentrancy,0,1,0.4.21,0,FP,0.31
37676.sol,reentrancy,0,1,0.4.21,0,FP,15.81
37708.sol,reentrancy,0,1,0.4.21,0,FP,0.33
37836.sol,reentrancy,0,1,0.4.21,0,FP,0.26
37891.sol,reentrancy,0,1,0.4.21,0,FP,0.29
38057.sol,reentrancy,0,1,0.4.21,0,FP,0.37
38250.sol,reentrancy,0,1,0.4.21,0,FP,0.29
38420.sol,reentrancy,0,1,0.4.21,0,FP,0.34
38543.sol,reentrancy,0,1,0.4.21,0,FP,0.38
38651.sol,reentrancy,0,1,0.4.21,0,FP,0.32
38828.sol,reentrancy,0,1,0.4.21,0,FP,0.3
38876.sol,reentrancy,0,1,0.4.21,0,FP,0.31
38888.sol,reentrancy,0,1,0.4.21,0,FP,0.28
39032.sol,reentrancy,0,1,0.4.21,0,FP,14.89
39151.sol,reentrancy,0,1,0.4.21,0,FP,0.29
39199.sol,reentrancy,0,1,0.4.21,0,FP,15.82
39248.sol,reentrancy,0,1,0.4.21,0,FP,27.0
39268.sol,reentrancy,0,1,0.4.21,0,FP,0.31
39327.sol,reentrancy,0,1,0.4.21,0,FP,16.3
39341.sol,reentrancy,0,1,0.4.21,0,FP,14.48
39644.sol,reentrancy,0,1,0.4.21,0,FP,0.34
39664.sol,reentrancy,0,1,0.4.21,0,FP,0.43
39684.sol,reentrancy,0,1,0.4.21,0,FP,0.42
39705.sol,reentrancy,0,1,0.4.21,0,FP,0.28
39749.sol,reentrancy,0,0,0.4.21,0,TN,0.26
39750.sol,reentrancy,0,0,0.4.21,0,TN,0.25
39777.sol,reentrancy,0,1,0.4.21,0,FP,0.45
39817.sol,reentrancy,0,1,0.4.21,0,FP,0.26
39867.sol,reentrancy,0,1,0.4.21,0,FP,8.4
39912.sol,reentrancy,0,1,0.4.21,0,FP,0.35
39934.sol,reentrancy,0,1,0.4.21,0,FP,0.52
4.sol,reentrancy,0,1,0.4.21,0,FP,16.67
40089.sol,reentrancy,0,1,0.4.21,0,FP,0.26
40090.sol,reentrancy,0,1,0.4.21,0,FP,0.37
40092.sol,reentrancy,0,1,0.4.21,0,FP,0.27
40203.sol,reentrancy,0,1,0.4.21,0,FP,0.36
40242.sol,reentrancy,0,1,0.4.21,0,FP,14.46
40249.sol,reentrancy,0,1,0.4.21,0,FP,9.37
40299.sol,reentrancy,0,1,0.4.21,0,FP,4.82
40336.sol,reentrancy,0,1,0.4.21,0,FP,0.35
40340.sol,reentrancy,0,1,0.4.21,0,FP,0.29
40342.sol,reentrancy,0,1,0.4.21,0,FP,0.3
40353.sol,reentrancy,0,1,0.4.21,0,FP,9.43
40357.sol,reentrancy,0,1,0.4.21,0,FP,0.27
40366.sol,reentrancy,0,1,0.4.21,0,FP,15.49
40413.sol,reentrancy,0,1,0.4.21,0,FP,0.26
40425.sol,reentrancy,0,0,0.4.21,0,TN,0.27
40500.sol,reentrancy,0,1,0.4.21,0,FP,0.26
40720.sol,reentrancy,0,1,0.4.21,0,FP,0.36
40733.sol,reentrancy,0,1,0.4.21,0,FP,0.27
40734.sol,reentrancy,0,1,0.4.21,0,FP,0.28
40737.sol,reentrancy,0,1,0.4.21,0,FP,0.27
40741.sol,reentrancy,0,1,0.4.21,0,FP,0.32
40750.sol,reentrancy,0,1,0.4.21,0,FP,0.26
40751.sol,reentrancy,0,1,0.4.21,0,FP,0.26
40752.sol,reentrancy,0,1,0.4.21,0,FP,0.25
40759.sol,reentrancy,0,1,0.4.21,0,FP,0.25
40760.sol,reentrancy,0,1,0.4.21,0,FP,0.32
40763.sol,reentrancy,0,1,0.4.21,0,FP,0.36
40766.sol,reentrancy,0,1,0.4.21,0,FP,16.11
40768.sol,reentrancy,0,1,0.4.21,0,FP,0.34
40771.sol,reentrancy,0,1,0.4.21,0,FP,0.37
40774.sol,reentrancy,0,1,0.4.21,0,FP,14.9
40778.sol,reentrancy,0,1,0.4.21,0,FP,0.34
40782.sol,reentrancy,0,1,0.4.21,0,FP,0.36
40783.sol,reentrancy,0,1,0.4.21,0,FP,0.36
40786.sol,reentrancy,0,1,0.4.21,0,FP,0.28
40788.sol,reentrancy,0,1,0.4.21,0,FP,0.28
50000.sol,reentrancy,0,1,0.4.21,0,FP,0.28
50001.sol,reentrancy,0,1,0.4.21,0,FP,14.95
50007.sol,reentrancy,0,1,0.4.21,0,FP,0.51
50027.sol,reentrancy,0,1,0.4.21,0,FP,0.38
50028.sol,reentrancy,0,1,0.4.21,0,FP,0.3
50029.sol,reentrancy,0,0,0.4.21,0,TN,0.24
50030.sol,reentrancy,0,1,0.4.21,0,FP,0.29
50031.sol,reentrancy,0,1,0.4.21,0,FP,0.37
50032.sol,reentrancy,0,1,0.4.21,0,FP,0.34
50033.sol,reentrancy,0,1,0.4.21,0,FP,0.28
50034.sol,reentrancy,0,1,0.4.21,0,FP,0.29
50035.sol,reentrancy,0,1,0.4.21,0,FP,0.31
50036.sol,reentrancy,0,1,0.4.21,0,FP,0.35
18509.sol,reentrancy,1,1,0.4.21,0,TP,0.3
18510.sol,reentrancy,1,1,0.4.21,0,TP,0.32
22074.sol,reentrancy,1,0,0.4.21,0,FN,0.35
22247.sol,reentrancy,1,1,0.4.21,0,TP,0.34
22416.sol,reentrancy,1,1,0.4.21,0,TP,0.33
24161.sol,reentrancy,1,1,0.4.21,0,TP,0.29
26742.sol,reentrancy,1,1,0.4.21,0,TP,0.34
26743.sol,reentrancy,1,1,0.4.21,0,TP,0.35
29089.sol,reentrancy,1,1,0.4.21,0,TP,0.32
37707.sol,reentrancy,1,1,0.4.21,0,TP,0.3
39019.sol,reentrancy,1,1,0.4.21,0,TP,4.98
39269.sol,reentrancy,1,1,0.4.21,0,TP,41.49
39778.sol,reentrancy,1,1,0.4.21,0,TP,0.44
39866.sol,reentrancy,1,1,0.4.21,0,TP,8.41
40415.sol,reentrancy,1,1,0.4.21,0,TP,0.29
40499.sol,reentrancy,1,1,0.4.21,0,TP,0.3
40732.sol,reentrancy,1,1,0.4.21,0,TP,0.28
40735.sol,reentrancy,1,1,0.4.21,0,TP,0.28
40736.sol,reentrancy,1,1,0.4.21,0,TP,0.33
40742.sol,reentrancy,1,1,0.4.21,0,TP,0.27
40745.sol,reentrancy,1,1,0.4.21,0,TP,0.31
40746.sol,reentrancy,1,1,0.4.21,0,TP,0.3
40747.sol,reentrancy,1,1,0.4.21,0,TP,0.38
40748.sol,reentrancy,1,1,0.4.21,0,TP,16.39
40749.sol,reentrancy,1,1,0.4.21,0,TP,0.27
40753.sol,reentrancy,1,1,0.4.21,0,TP,0.29
40754.sol,reentrancy,1,1,0.4.21,0,TP,0.33
40755.sol,reentrancy,1,1,0.4.21,0,TP,0.27
40756.sol,reentrancy,1,1,0.4.21,0,TP,0.32
40757.sol,reentrancy,1,1,0.4.21,0,TP,0.27
40758.sol,reentrancy,1,1,0.4.21,0,TP,0.31
40761.sol,reentrancy,1,1,0.4.21,0,TP,0.27
40762.sol,reentrancy,1,1,0.4.21,0,TP,0.3
40764.sol,reentrancy,1,1,0.4.21,0,TP,0.31
40765.sol,reentrancy,1,1,0.4.21,0,TP,0.31
40770.sol,reentrancy,1,1,0.4.21,0,TP,0.3
40772.sol,reentrancy,1,1,0.4.21,0,TP,0.28
40775.sol,reentrancy,1,1,0.4.21,0,TP,0.27
40776.sol,reentrancy,1,1,0.4.21,0,TP,0.31
40777.sol,reentrancy,1,1,0.4.21,0,TP,0.27
40779.sol,reentrancy,1,1,0.4.21,0,TP,0.28
40780.sol,reentrancy,1,1,0.4.21,0,TP,0.31
40781.sol,reentrancy,1,0,0.4.21,0,FN,0.3
40784.sol,reentrancy,1,1,0.4.21,0,TP,0.32
40785.sol,reentrancy,1,1,0.4.21,0,TP,0.28
40787.sol,reentrancy,1,1,0.4.21,0,TP,0.3
40789.sol,reentrancy,1,1,0.4.21,0,TP,0.28
50002.sol,reentrancy,1,1,0.4.21,0,TP,0.31
50003.sol,reentrancy,1,1,0.4.21,0,TP,16.03
50005.sol,reentrancy,1,1,0.4.21,0,TP,15.83
50006.sol,reentrancy,1,1,0.4.21,0,TP,0.3
50008.sol,reentrancy,1,1,0.4.21,0,TP,0.54
50009.sol,reentrancy,1,1,0.4.21,0,TP,2.47
50010.sol,reentrancy,1,0,0.4.21,0,FN,0.26
50011.sol,reentrancy,1,1,0.4.21,0,TP,27.97
50013.sol,reentrancy,1,1,0.4.21,0,TP,0.27
50014.sol,reentrancy,1,1,0.4.21,0,TP,0.26
50015.sol,reentrancy,1,1,0.4.21,0,TP,0.27
50016.sol,reentrancy,1,1,0.4.21,0,TP,0.26
50017.sol,reentrancy,1,1,0.4.21,0,TP,0.28
50018.sol,reentrancy,1,1,0.4.21,0,TP,0.29
50019.sol,reentrancy,1,1,0.4.21,0,TP,33.55
50020.sol,reentrancy,1,1,0.4.21,0,TP,0.27
50021.sol,reentrancy,1,1,0.4.21,0,TP,0.29
50022.sol,reentrancy,1,1,0.4.21,0,TP,0.35
50023.sol,reentrancy,1,0,0.4.21,0,FN,0.25
50024.sol,reentrancy,1,1,0.4.21,0,TP,0.28
50025.sol,reentrancy,1,0,0.4.21,0,FN,0.27
50026.sol,reentrancy,1,1,0.4.21,0,TP,0.31
1.sol,overflow,0,1,0.4.21,0,FP,0.49
10146.sol,overflow,0,0,0.4.21,0,TN,0.24
10369.sol,overflow,0,1,0.4.21,0,FP,0.36
10971.sol,overflow,0,1,0.4.21,0,FP,0.38
11243.sol,overflow,0,0,0.4.21,0,TN,0.24
11323.sol,overflow,0,0,0.4.21,0,TN,0.25
11931.sol,overflow,0,0,0.4.21,0,TN,0.26
124.sol,overflow,0,0,0.4.21,0,TN,0.27
1246.sol,overflow,0,0,0.4.21,0,TN,0.25
1288.sol,overflow,0,0,0.4.21,0,TN,0.27
1319.sol,overflow,0,1,0.4.21,0,FP,0.28
134.sol,overflow,0,0,0.4.21,0,TN,0.25
135.sol,overflow,0,0,0.4.21,0,TN,0.26
136.sol,overflow,0,1,0.4.21,0,FP,0.32
1430.sol,overflow,0,0,0.4.21,0,TN,17.33
14351.sol,overflow,0,0,0.4.21,0,TN,0.27
14353.sol,overflow,0,0,0.4.21,0,TN,0.29
14381.sol,overflow,0,0,0.4.21,0,TN,0.26
14620.sol,overflow,0,0,0.4.21,0,TN,0.31
15.sol,overflow,0,0,0.4.21,0,TN,0.24
16018.sol,overflow,0,0,0.4.21,0,TN,0.35
1631.sol,overflow,0,0,0.4.21,0,TN,0.28
16521.sol,overflow,0,0,0.4.21,0,TN,0.24
16643.sol,overflow,0,0,0.4.21,0,TN,0.33
1668.sol,overflow,0,0,0.4.21,0,TN,0.26
169.sol,overflow,0,0,0.4.21,0,TN,0.26
16925.sol,overflow,0,0,0.4.21,0,TN,0.28
17043.sol,overflow,0,0,0.4.21,0,TN,0.27
176.sol,overflow,0,0,0.4.21,0,TN,0.26
177.sol,overflow,0,0,0.4.21,0,TN,0.32
17829.sol,overflow,0,0,0.4.21,0,TN,0.34
19128.sol,overflow,0,0,0.4.21,0,TN,0.25
2000.sol,overflow,0,0,0.4.21,0,TN,0.5
2051.sol,overflow,0,0,0.4.21,0,TN,0.26
21393.sol,overflow,0,0,0.4.21,0,TN,0.26
21404.sol,overflow,0,0,0.4.21,0,TN,0.27
21697.sol,overflow,0,0,0.4.21,0,TN,0.25
22247.sol,overflow,0,1,0.4.21,0,FP,0.35
22635.sol,overflow,0,0,0.4.21,0,TN,0.27
2307.sol,overflow,0,0,0.4.21,0,TN,0.29
2397.sol,overflow,0,0,0.4.21,0,TN,0.26
24161.sol,overflow,0,0,0.4.21,0,TN,0.3
26188.sol,overflow,0,0,0.4.21,0,TN,0.28
26742.sol,overflow,0,1,0.4.21,0,FP,0.33
27263.sol,overflow,0,0,0.4.21,0,TN,0.28
29130.sol,overflow,0,0,0.4.21,0,TN,0.26
30101.sol,overflow,0,0,0.4.21,0,TN,0.29
