filename,solc_version,exit_status,duration_s,reentrancy,overflow,timestamp,tod
34526.sol,0.4.26,TN,1.06,0,-1,-1,-1
34575.sol,0.4.26,FP,0.49,-1,-1,1,-1
34668.sol,0.4.26,TN,0.93,0,-1,-1,-1
347.sol,0.4.26,FN,0.53,-1,-1,0,-1
34725.sol,0.4.26,FP,0.58,-1,-1,1,-1
34904.sol,0.4.26,TN,0.78,0,-1,-1,-1
34995.sol,0.4.26,TP,0.73,-1,-1,1,-1
35208.sol,0.4.26,TN,0.97,0,-1,-1,-1
35257.sol,0.4.26,TN,0.41,-1,-1,0,-1
35268.sol,0.4.26,FP,0.63,-1,-1,1,-1
35285.sol,0.4.26,FP,0.38,-1,-1,1,-1
35322.sol,0.4.26,FP,0.41,-1,-1,1,-1
35358.sol,0.4.26,FP,0.56,-1,-1,1,-1
3543.sol,0.4.26,TP,0.52,-1,-1,1,-1
3554.sol,0.4.26,TN,0.52,-1,-1,0,-1
3555.sol,0.4.26,TN,0.57,-1,-1,0,-1
35551.sol,0.4.26,FP,0.41,-1,-1,1,-1
35661.sol,0.4.26,N/A,0.79,0,-1,-1,-1
35662.sol,0.4.26,TN,0.96,0,-1,-1,-1
35713.sol,0.4.26,N/A,1.39,0,-1,-1,-1
35714.sol,0.4.26,TN,0.68,0,-1,-1,-1
35806.sol,0.4.26,N/A,0.6,0,-1,-1,-1
35807.sol,0.4.26,TN,1.27,0,-1,-1,-1
35878.sol,0.4.26,TN,1.01,0,-1,-1,-1
35897.sol,0.4.26,FP,0.54,-1,-1,1,-1
35951.sol,0.4.26,TN,0.96,0,-1,-1,-1
36451.sol,0.4.26,TN,0.44,-1,-1,0,-1
36456.sol,0.4.26,TN,0.82,0,-1,-1,-1
36481.sol,0.4.26,N/A,0.64,0,-1,-1,-1
3654.sol,0.4.26,FP,0.65,-1,-1,1,-1
36563.sol,0.4.26,TN,1.09,0,-1,-1,-1
36661.sol,0.4.26,TP,0.51,-1,-1,1,-1
36668.sol,0.4.26,TN,0.73,0,-1,-1,-1
36737.sol,0.4.26,FP,0.81,-1,-1,1,-1
36836.sol,0.4.26,TN,0.8,0,-1,-1,-1
36852.sol,0.4.26,TN,0.53,-1,-1,0,-1
37017.sol,0.4.26,FP,0.68,-1,-1,1,-1
3702.sol,0.4.26,FN,0.65,-1,-1,0,-1
37155.sol,0.4.26,TP,0.47,-1,-1,1,-1
37221.sol,0.4.26,FN,0.49,-1,-1,0,-1
37274.sol,0.4.26,TN,0.57,-1,-1,0,-1
3729.sol,0.4.26,FN,0.42,-1,-1,0,-1
37390.sol,0.4.26,TN,0.48,-1,-1,0,-1
37474.sol,0.4.26,TN,1.03,0,-1,-1,-1
37499.sol,0.4.26,TN,0.81,0,-1,-1,-1
37514.sol,0.4.26,FP,0.41,-1,-1,1,-1
37559.sol,0.4.26,TP,0.59,-1,-1,1,-1
37645.sol,0.4.26,TN,0.68,0,-1,-1,-1
37646.sol,0.4.26,TN,1.32,0,-1,-1,-1
37672.sol,0.4.26,TP,0.5,-1,-1,1,-1
37676.sol,0.4.26,TN,0.88,0,-1,-1,-1
37679.sol,0.4.26,TP,0.47,-1,-1,1,-1
37683.sol,0.4.26,FP,0.55,-1,-1,1,-1
37684.sol,0.4.26,FP,0.55,-1,-1,1,-1
37707.sol,0.4.26,N/A,0.61,1,-1,-1,-1
37708.sol,0.4.26,FP,0.79,1,-1,-1,-1
3772.sol,0.4.26,FP,0.49,-1,-1,1,-1
37836.sol,0.4.26,TN,1.0,0,-1,-1,-1
37891.sol,0.4.26,N/A,0.76,0,-1,-1,-1
37919.sol,0.4.26,TP,0.54,-1,-1,1,-1
37920.sol,0.4.26,TP,0.54,-1,-1,1,-1
38057.sol,0.4.26,N/A,0.63,0,-1,-1,-1
38096.sol,0.4.26,FP,0.4,-1,-1,1,-1
38239.sol,0.4.26,FP,0.45,-1,-1,1,-1
38250.sol,0.4.26,TN,0.7,0,-1,-1,-1
38392.sol,0.4.26,FN,0.62,-1,-1,0,-1
38420.sol,0.4.26,TN,0.7,0,-1,-1,-1
38421.sol,0.4.26,TN,0.57,-1,-1,0,-1
38543.sol,0.4.26,TN,0.95,0,-1,-1,-1
38651.sol,0.4.26,TN,0.81,0,-1,-1,-1
38684.sol,0.4.26,FN,0.44,-1,-1,0,-1
38709.sol,0.4.26,FP,0.52,-1,-1,1,-1
38727.sol,0.4.26,TN,0.44,-1,-1,0,-1
38828.sol,0.4.26,N/A,0.71,0,-1,-1,-1
38876.sol,0.4.26,N/A,1.06,0,-1,-1,-1
38888.sol,0.4.26,FP,0.48,0,-1,1,-1
38925.sol,0.4.26,FP,0.63,-1,-1,1,-1
38947.sol,0.4.26,FN,0.53,-1,-1,0,-1
38983.sol,0.4.26,TN,0.57,-1,-1,0,-1
39019.sol,0.4.26,N/A,0.65,1,-1,-1,-1
39032.sol,0.4.26,TN,0.85,0,-1,-1,-1
39091.sol,0.4.26,FP,0.48,-1,-1,1,-1
39095.sol,0.4.26,FP,0.52,-1,-1,1,-1
39114.sol,0.4.26,TN,0.46,-1,-1,0,-1
39151.sol,0.4.26,N/A,0.96,0,-1,-1,-1
39199.sol,0.4.26,N/A,0.89,0,-1,-1,-1
39248.sol,0.4.26,TN,0.95,0,-1,-1,-1
39268.sol,0.4.26,COMPILE_ERROR,0.83,0,-1,-1,-1
39269.sol,0.4.26,TP,0.87,1,-1,-1,-1
39327.sol,0.4.26,FP,0.79,1,-1,-1,-1
39341.sol,0.4.26,N/A,0.78,0,-1,-1,-1
39425.sol,0.4.26,FP,0.51,-1,-1,1,-1
3952.sol,0.4.26,FP,0.42,-1,-1,1,-1
39559.sol,0.4.26,FP,0.43,-1,-1,1,-1
39583.sol,0.4.26,TN,0.58,-1,-1,0,-1
39631.sol,0.4.26,TN,0.53,-1,-1,0,-1
39644.sol,0.4.26,N/A,0.87,0,-1,-1,-1
39664.sol,0.4.26,TN,0.79,0,-1,-1,-1
39684.sol,0.4.26,N/A,0.72,0,-1,-1,-1
39705.sol,0.4.26,N/A,0.85,0,-1,-1,-1
39715.sol,0.4.26,TP,0.54,-1,-1,1,-1
39749.sol,0.4.26,TN,0.82,0,-1,-1,-1
39750.sol,0.4.26,TN,0.88,0,-1,-1,-1
39777.sol,0.4.26,FP,1.0,1,-1,-1,-1
39778.sol,0.4.26,N/A,0.6,1,-1,-1,-1
39817.sol,0.4.26,N/A,0.81,0,-1,-1,-1
39845.sol,0.4.26,TN,0.39,-1,-1,0,-1
39866.sol,0.4.26,N/A,0.57,1,-1,-1,-1
39867.sol,0.4.26,FP,0.93,1,-1,-1,-1
39912.sol,0.4.26,TN,1.19,0,-1,-1,-1
39934.sol,0.4.26,TN,0.82,0,-1,-1,-1
4.sol,0.4.26,N/A,0.51,0,-1,-1,-1
400.sol,0.4.26,TP,0.5,-1,-1,1,-1
40005.sol,0.4.26,FN,0.47,-1,-1,0,-1
40059.sol,0.4.26,FN,0.49,-1,-1,0,-1
40089.sol,0.4.26,N/A,0.85,0,-1,-1,-1
40090.sol,0.4.26,TN,0.72,0,-1,-1,-1
40092.sol,0.4.26,N/A,0.56,0,-1,-1,-1
40154.sol,0.4.26,FP,0.41,-1,-1,1,-1
40155.sol,0.4.26,FP,0.62,-1,-1,1,-1
40203.sol,0.4.26,TN,0.87,0,-1,-1,-1
40239.sol,0.4.26,FN,0.52,-1,-1,0,-1
40242.sol,0.4.26,TN,0.8,0,-1,-1,-1
40249.sol,0.4.26,N/A,0.68,0,-1,-1,-1
40252.sol,0.4.26,FP,0.44,-1,-1,1,-1
40299.sol,0.4.26,TN,0.75,0,-1,-1,-1
40336.sol,0.4.26,N/A,0.62,0,-1,-1,-1
40340.sol,0.4.26,N/A,0.56,0,-1,-1,-1
40342.sol,0.4.26,TN,1.21,0,-1,-1,-1
40353.sol,0.4.26,N/A,0.65,0,-1,-1,-1
40357.sol,0.4.26,TN,0.85,0,-1,-1,-1
40366.sol,0.4.26,N/A,0.94,0,-1,-1,-1
40413.sol,0.4.26,N/A,0.98,0,-1,-1,-1
40415.sol,0.4.26,N/A,0.55,1,-1,-1,-1
40419.sol,0.4.26,FP,0.46,-1,-1,1,-1
40425.sol,0.4.26,N/A,0.73,0,-1,-1,-1
40451.sol,0.4.26,TP,0.76,-1,-1,1,-1
40497.sol,0.4.26,TN,0.37,-1,-1,0,-1
40499.sol,0.4.26,N/A,0.58,1,-1,-1,-1
40500.sol,0.4.26,N/A,0.83,0,-1,-1,-1
40535.sol,0.4.26,TN,0.47,-1,-1,0,-1
40539.sol,0.4.26,FP,0.47,-1,-1,1,-1
40587.sol,0.4.26,TN,0.46,-1,-1,0,-1
40611.sol,0.4.26,TP,0.4,-1,-1,1,-1
40665.sol,0.4.26,TN,0.5,-1,-1,0,-1
40720.sol,0.4.26,TN,0.75,0,-1,-1,-1
40726.sol,0.4.26,TP,0.48,-1,-1,1,-1
40727.sol,0.4.26,TP,0.71,-1,-1,1,-1
40732.sol,0.4.26,N/A,1.01,1,-1,-1,-1
40733.sol,0.4.26,FN,0.63,0,-1,0,-1
40734.sol,0.4.26,TN,1.21,0,-1,-1,-1
40735.sol,0.4.26,TN,0.68,1,-1,0,-1
40736.sol,0.4.26,TP,0.38,1,-1,1,-1
40737.sol,0.4.26,FP,0.53,0,-1,1,-1
40738.sol,0.4.26,TP,0.46,-1,-1,1,-1
40739.sol,0.4.26,FP,0.46,-1,-1,1,-1
40740.sol,0.4.26,FP,0.49,-1,-1,1,-1
40741.sol,0.4.26,FP,0.53,0,-1,1,-1
40742.sol,0.4.26,TN,0.69,1,-1,0,-1
40743.sol,0.4.26,FP,0.76,-1,-1,1,-1
40744.sol,0.4.26,FP,0.53,-1,-1,1,-1
40745.sol,0.4.26,TP,0.45,1,-1,1,-1
40746.sol,0.4.26,TP,0.59,1,-1,1,-1
40747.sol,0.4.26,FP,0.57,1,-1,1,-1
40748.sol,0.4.26,FN,0.58,1,-1,0,-1
40749.sol,0.4.26,N/A,1.09,1,-1,-1,-1
40750.sol,0.4.26,FN,0.45,0,-1,0,-1
40751.sol,0.4.26,TP,0.46,0,-1,1,-1
40752.sol,0.4.26,TN,1.01,0,-1,-1,-1
40753.sol,0.4.26,FN,0.65,1,-1,0,-1
40754.sol,0.4.26,TP,0.53,1,-1,1,-1
40755.sol,0.4.26,TP,0.52,1,-1,1,-1
40756.sol,0.4.26,FP,0.41,1,-1,1,-1
40757.sol,0.4.26,FN,0.47,1,-1,0,-1
40758.sol,0.4.26,TP,0.76,1,-1,-1,-1
40759.sol,0.4.26,TN,0.73,0,-1,-1,-1
40760.sol,0.4.26,N/A,1.08,0,-1,-1,-1
40761.sol,0.4.26,TP,0.98,1,-1,-1,-1
40762.sol,0.4.26,TP,0.94,1,-1,-1,-1
40763.sol,0.4.26,TN,0.75,0,-1,-1,-1
40764.sol,0.4.26,TP,0.81,1,-1,-1,-1
40765.sol,0.4.26,TP,0.84,1,-1,-1,-1
40766.sol,0.4.26,TN,1.17,0,-1,-1,-1
40768.sol,0.4.26,N/A,0.72,0,-1,-1,-1
40770.sol,0.4.26,N/A,0.49,1,-1,-1,-1
40771.sol,0.4.26,TN,0.63,0,-1,-1,-1
40772.sol,0.4.26,TP,1.04,1,-1,-1,-1
40774.sol,0.4.26,TN,0.88,0,-1,-1,-1
40775.sol,0.4.26,TP,0.74,1,-1,-1,-1
40776.sol,0.4.26,TP,0.77,1,-1,-1,-1
40777.sol,0.4.26,TP,0.88,1,-1,-1,-1
40778.sol,0.4.26,TN,1.14,0,-1,-1,-1
40779.sol,0.4.26,TP,1.32,1,-1,-1,-1
40780.sol,0.4.26,N/A,0.48,1,-1,-1,-1
40781.sol,0.4.26,TP,0.82,1,-1,-1,-1
40782.sol,0.4.26,TN,0.77,0,-1,-1,-1
40783.sol,0.4.26,TN,0.99,0,-1,-1,-1
40784.sol,0.4.26,TP,1.01,1,-1,-1,-1
40785.sol,0.4.26,TP,1.03,1,-1,-1,-1
40786.sol,0.4.26,TN,0.88,0,-1,-1,-1
40787.sol,0.4.26,TP,0.88,1,-1,-1,-1
40788.sol,0.4.26,TN,0.81,0,-1,-1,-1
40789.sol,0.4.26,TP,0.71,1,-1,-1,-1
419.sol,0.4.26,FP,0.44,-1,-1,1,-1
42.sol,0.4.26,FP,0.45,-1,-1,1,-1
4225.sol,0.4.26,FN,0.47,-1,-1,0,-1
44.sol,0.4.26,TP,0.52,-1,-1,1,-1
4467.sol,0.4.26,TP,0.53,-1,-1,1,-1
4474.sol,0.4.26,TP,0.49,-1,-1,1,-1
4523.sol,0.4.26,TP,0.57,-1,-1,1,-1
4524.sol,0.4.26,TP,0.61,-1,-1,1,-1
4587.sol,0.4.26,TN,0.63,-1,-1,0,-1
4588.sol,0.4.26,TN,0.5,-1,-1,0,-1
4590.sol,0.4.26,TP,0.51,-1,-1,1,-1
4598.sol,0.4.26,N/A,0.75,-1,-1,-1,-1
4717.sol,0.4.26,FP,0.57,-1,-1,1,-1
