"filename","vulnerability","ground_truth","slither_flagged","detectors_hit","solc_version","exit_code","status","duration_s"
"40737.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.53
"40739.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.46
"40740.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.49
"40741.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.53
"40742.sol","timestamp",0,0,"none","0.4.26",255,"TN",0.69
"40743.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.76
"40744.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.53
"40747.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.57
"40756.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.41
"419.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.44
"42.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.45
"4587.sol","timestamp",0,0,"none","0.4.26",255,"TN",0.63
"4588.sol","timestamp",0,0,"none","0.4.26",255,"TN",0.5
"4717.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.57
"4882.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.5
"4922.sol","timestamp",0,0,"none","0.4.26",255,"TN",0.57
"496.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.44
"4993.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.54
"50001.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.49
"50221.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.5
"5132.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.54
"5259.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.47
"578.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.52
"6149.sol","timestamp",0,0,"none","0.4.26",255,"TN",0.47
"6199.sol","timestamp",0,0,"none","0.4.26",255,"TN",0.64
"6272.sol","timestamp",0,0,"none","0.4.26",255,"TN",0.52
"6348.sol","timestamp",0,0,"none","0.4.26",255,"TN",0.48
"650.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.45
"6534.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.49
"711.sol","timestamp",0,0,"none","0.4.26",255,"TN",0.47
"737.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.45
"738.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.57
"740.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.55
"798.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.42
"8025.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.49
"8026.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.42
"8099.sol","timestamp",0,0,"none","0.4.26",255,"TN",0.53
"8141.sol","timestamp",0,0,"none","0.4.26",255,"TN",0.5
"8826.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.49
"9428.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.55
"9560.sol","timestamp",0,1,"timestamp","0.4.26",255,"FP",0.56
"9820.sol","timestamp",0,0,"none","0.4.26",255,"TN",0.44
"1014.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.51
"10146.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.42
"10295.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.58
"10369.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.6
"1057.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.41
"10736.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.47
"11064.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.4
"1115.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.56
"11243.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.47
"11457.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.47
"1182.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.43
"1183.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.5
"11931.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.54
"1226.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.41
"12292.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.44
"12321.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.56
"12393.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.46
"12465.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.42
"12466.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.47
"1284.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.43
"12841.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.49
"1288.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.5
"12894.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.45
"12898.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.59
"12919.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.55
"12998.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.47
"1318.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.43
"1319.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.59
"13293.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.52
"13371.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.51
"13413.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.41
"13723.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.55
"13780.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.56
"13993.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.58
"1404.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.52
"1445.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.5
"14711.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.53
"14872.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.45
"14928.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.5
"15038.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.58
"1532.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.46
"1533.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.44
"15641.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.46
"15930.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.55
"16407.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.65
"169.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.5
"16979.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.46
"170.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.43
"17401.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.62
"1813.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.4
"18975.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.49
"19182.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.51
"1954.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.57
"19714.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.45
"20057.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.45
"20259.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.54
"2051.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.63
"211.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.5
"212.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.55
"21393.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.6
"21404.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.58
"21890.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.46
"2252.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.48
"2253.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.51
"2379.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.5
"2399.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.45
"2563.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.42
"2688.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.52
"27455.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.45
"2777.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.43
"28359.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.56
"28383.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.45
"29131.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.56
"30060.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.43
"30396.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.46
"30772.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.39
"31758.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.54
"318.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.61
"31812.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.52
"31999.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.52
"32007.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.54
"32175.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.59
"339.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.52
"3434.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.54
"347.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.53
"34995.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.73
"3543.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.52
"36661.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.51
"3702.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.65
"37155.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.47
"37221.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.49
"3729.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.42
"37559.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.59
"37672.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.5
"37679.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.47
"37919.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.54
"37920.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.54
"38392.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.62
"38684.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.44
"38947.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.53
"39715.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.54
"400.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.5
"40005.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.47
"40059.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.49
"40239.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.52
"40451.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.76
"40611.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.4
"40726.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.48
"40727.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.71
"40733.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.63
"40736.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.38
"40738.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.46
"40745.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.45
"40746.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.59
"40748.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.58
"40750.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.45
"40751.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.46
"40753.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.65
"40754.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.53
"40755.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.52
"40757.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.47
"4225.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.47
"44.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.52
"4467.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.53
"4474.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.49
"4523.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.57
"4524.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.61
"4590.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.51
"4926.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.52
"49728.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.61
"50062.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.66
"50063.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.52
"50215.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.52
"50216.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.55
"50217.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.5
"50219.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.4
"50222.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.46
"5142.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.57
"5143.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.6
"5164.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.46
"5339.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.45
"538.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.53
"5934.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.62
"595.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.54
"5975.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.4
"6220.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.56
"625.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.57
"626.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.56
"6369.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.48
"649.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.52
"6578.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.64
"666.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.49
"6929.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.58
"7134.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.44
"7330.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.51
"739.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.48
"7419.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.55
"7570.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.39
"7593.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.49
"797.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.58
"8342.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.47
"84.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.59
"8606.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.52
"883.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.39
"911.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.38
"9208.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.53
"9230.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.5
"9377.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.52
"9379.sol","timestamp",1,1,"timestamp","0.4.26",255,"TP",0.54
"948.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.5
"9654.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.69
"9850.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.45
"9918.sol","timestamp",1,0,"none","0.4.26",255,"FN",0.47
