"filename","vulnerability","ground_truth","slither_flagged","detectors_hit","solc_version","exit_code","status","duration_s"
"18430.sol","reentrancy",0,1,"reentrancy-eth","0.4.26",255,"FP",1.6
"18438.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.46
"18771.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.44
"19128.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.47
"19129.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.6
"19925.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.21
"21241.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.93
"21697.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.15
"21886.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.73
"22075.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.75
"22635.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.68
"22636.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.11
"23792.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.91
"23793.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.77
"24196.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.86
"24369.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.82
"24648.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.92
"24649.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.77
"25808.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.93
"26188.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.85
"27121.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.48
"27159.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.07
"27164.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.74
"27263.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.87
"27327.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.82
"27334.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.94
"27603.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.65
"28974.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.7
"29090.sol","reentrancy",0,1,"reentrancy-eth","0.4.26",255,"FP",0.71
"29130.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.01
"29154.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.77
"29590.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.96
"29948.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.85
"29983.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.12
"3.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.9
"30046.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.13
"30101.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.06
"30102.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.97
"30254.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.81
"30255.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.94
"30337.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.95
"30338.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.06
"30460.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.11
"31237.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.84
"31238.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.8
"31497.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.67
"31565.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.7
"31759.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.77
"32522.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.03
"33450.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.14
"33512.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.82
"34432.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.72
"34526.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.06
"34668.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.93
"34904.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.78
"35208.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.97
"35661.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.28
"35662.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.96
"35713.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.8
"35714.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.68
"35806.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.83
"35807.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.27
"35878.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.01
"35951.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.96
"36456.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.82
"36481.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.3
"36563.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.09
"36668.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.73
"36836.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.8
"37474.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.03
"37499.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.81
"37645.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.68
"37646.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.32
"37676.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.88
"37708.sol","reentrancy",0,1,"reentrancy-benign|reentrancy-eth","0.4.26",255,"FP",0.79
"37836.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.0
"37891.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.76
"38057.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.94
"38250.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.7
"38420.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.7
"38543.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.95
"38651.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.81
"38828.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.96
"38876.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.83
"38888.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.05
"39032.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.85
"39151.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.77
"39199.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.11
"39248.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.95
"39268.sol","reentrancy",0,0,"none","0.4.26",1,"COMPILE_ERROR",0.79
"39327.sol","reentrancy",0,1,"reentrancy-eth","0.4.26",255,"FP",0.79
"39341.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.8
"39644.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.15
"39664.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.79
"39684.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.63
"39705.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.64
"39749.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.82
"39750.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.88
"39777.sol","reentrancy",0,1,"reentrancy-benign|reentrancy-eth","0.4.26",255,"FP",1.0
"39817.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.16
"39867.sol","reentrancy",0,1,"reentrancy-benign","0.4.26",255,"FP",0.93
"39912.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.19
"39934.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.82
"4.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.78
"40089.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.82
"40090.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.72
"40092.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.25
"40203.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.87
"40242.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.8
"40249.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.11
"40299.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.75
"40336.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.91
"40340.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.73
"40342.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.21
"40353.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.04
"40357.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.85
"40366.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.01
"40413.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.0
"40425.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.79
"40500.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.77
"40720.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.75
"40733.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.91
"40734.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.21
"40737.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.84
"40741.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.78
"40750.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.95
"40751.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.13
"40752.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.01
"40759.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.73
"40760.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.77
"40763.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.75
"40766.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.17
"40768.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.7
"40771.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.63
"40774.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.88
"40778.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.14
"40782.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.77
"40783.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.99
"40786.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.88
"40788.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.81
"50000.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.96
"50001.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.0
"50007.sol","reentrancy",0,1,"reentrancy-benign|reentrancy-eth","0.4.26",255,"FP",1.1
"50027.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.91
"50028.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.82
"50029.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.81
"50030.sol","reentrancy",0,1,"reentrancy-eth","0.4.26",255,"FP",0.72
"50031.sol","reentrancy",0,1,"reentrancy-eth","0.4.26",255,"FP",1.0
"50032.sol","reentrancy",0,1,"reentrancy-eth","0.4.26",255,"FP",1.1
"50033.sol","reentrancy",0,0,"none","0.4.26",255,"TN",1.07
"50034.sol","reentrancy",0,0,"none","0.4.26",255,"TN",0.96
"50035.sol","reentrancy",0,1,"reentrancy-eth","0.4.26",255,"FP",0.97
"50036.sol","reentrancy",0,1,"reentrancy-eth","0.4.26",255,"FP",0.76
"18509.sol","reentrancy",1,1,"reentrancy-benign","0.4.26",255,"TP",0.67
"18510.sol","reentrancy",1,1,"reentrancy-benign","0.4.26",255,"TP",0.8
"22074.sol","reentrancy",1,0,"none","0.4.26",255,"FN",0.81
"22247.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.88
"22416.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.92
"24161.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",1.04
"26742.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.77
"26743.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.7
"29089.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.98
"37707.sol","reentrancy",1,1,"reentrancy-benign|reentrancy-eth","0.4.26",255,"TP",1.11
"39019.sol","reentrancy",1,1,"reentrancy-benign","0.4.26",255,"TP",1.18
"39269.sol","reentrancy",1,1,"reentrancy-benign","0.4.26",255,"TP",0.87
"39778.sol","reentrancy",1,1,"reentrancy-benign|reentrancy-eth","0.4.26",255,"TP",1.2
"39866.sol","reentrancy",1,1,"reentrancy-benign","0.4.26",255,"TP",1.06
"40415.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",1.26
"40499.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.94
"40732.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",1.18
"40735.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.85
"40736.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",1.17
"40742.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.76
"40745.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.77
"40746.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.97
"40747.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.88
"40748.sol","reentrancy",1,1,"reentrancy-benign","0.4.26",255,"TP",1.03
"40749.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.91
"40753.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.8
"40754.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.93
"40755.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.99
"40756.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",1.19
"40757.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.94
"40758.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.76
"40761.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.98
"40762.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.94
"40764.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.81
"40765.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.84
"40770.sol","reentrancy",1,1,"reentrancy-benign|reentrancy-eth","0.4.26",255,"TP",0.79
"40772.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",1.04
"40775.sol","reentrancy",1,1,"reentrancy-benign","0.4.26",255,"TP",0.74
"40776.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.77
"40777.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.88
"40779.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",1.32
"40780.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",1.24
"40781.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.82
"40784.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",1.01
"40785.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",1.03
"40787.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.88
"40789.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.71
"50002.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.67
"50003.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.77
"50005.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",1.16
"50006.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",1.01
"50008.sol","reentrancy",1,1,"reentrancy-benign|reentrancy-eth","0.4.26",255,"TP",0.7
"50009.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.93
"50010.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",1.05
"50011.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.77
"50013.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.74
"50014.sol","reentrancy",1,1,"reentrancy-benign","0.4.26",255,"TP",0.74
"50015.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.83
"50016.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",1.18
"50017.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.67
"50018.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.78
"50019.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",1.0
"50020.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.69
"50021.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.91
"50022.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",1.28
"50023.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",1.01
"50024.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.8
"50025.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.77
"50026.sol","reentrancy",1,1,"reentrancy-eth","0.4.26",255,"TP",0.8
"1.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.94
"10146.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.85
"10369.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.77
"10971.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.84
"11243.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.93
"11323.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.73
"11931.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.71
"124.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.77
"1246.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.87
"1288.sol","overflow",0,-1,"none","0.4.26",255,"N/A",1.02
"1319.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.94
"134.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.74
"135.sol","overflow",0,-1,"none","0.4.26",255,"N/A",1.27
"136.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.97
"1430.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.69
"14351.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.67
"14353.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.8
"14381.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.79
"14620.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.64
"15.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.69
"16018.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.64
"1631.sol","overflow",0,-1,"none","0.4.26",255,"N/A",1.14
"16521.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.74
"16643.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.87
"1668.sol","overflow",0,-1,"none","0.4.26",255,"N/A",0.67
